Discovered 3965 test files (~42342 tests) under ['tests']; running with -j 8
[  5.1% |  2154/~42342 | ✓2347 | ✗   0] ✓ tests/agent/test_curator_reports.py (3✓, 2.5s)
[  5.1% |  2170/~42342 | ✓2363 | ✗   0] ✓ tests/agent/test_curator_backup.py (16✓, 3.3s)
[  5.2% |  2189/~42342 | ✓2382 | ✗   0] ✓ tests/agent/test_custom_provider_ca_probes.py (19✓, 2.3s)
[  5.2% |  2192/~42342 | ✓2385 | ✗   0] ✓ tests/agent/test_cursor_optimizations_parity.py (3✓, 3.5s)
[  5.2% |  2194/~42342 | ✓2387 | ✗   0] ✓ tests/agent/test_custom_provider_extra_body.py (2✓, 2.1s)
[  5.2% |  2199/~42342 | ✓2392 | ✗   0] ✓ tests/agent/test_custom_pool_mismatch_guard.py (5✓, 3.5s)
[  5.2% |  2204/~42342 | ✓2397 | ✗   0] ✓ tests/agent/test_custom_provider_extra_body_matching.py (5✓, 2.1s)
[  5.3% |  2234/~42342 | ✓2427 | ✗   0] ✓ tests/agent/test_curator.py (30✓, 5.4s)
[  5.3% |  2239/~42342 | ✓2432 | ✗   0] ✓ tests/agent/test_custom_providers_vision.py (5✓, 2.0s)
[  5.3% |  2241/~42342 | ✓2434 | ✗   0] ✓ tests/agent/test_deepseek_anthropic_thinking.py (2✓, 1.8s)
[  5.3% |  2245/~42342 | ✓2438 | ✗   0] ✓ tests/agent/test_display_emoji.py (4✓, 1.9s)
[  5.4% |  2268/~42342 | ✓2461 | ✗   0] ✓ tests/agent/test_display.py (23✓, 2.3s)
[  5.4% |  2282/~42342 | ✓2474 | ✗   1] ✗ tests/agent/test_display_todo_progress.py (13✓ 1✗, 2.2s)

  ╔╍ Failed: tests/agent/test_display_todo_progress.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║ self = <tests.agent.test_display_todo_progress.TestTodoUpdate object at 0x752628bdd990>
  ║ monkeypatch = <_pytest.monkeypatch.MonkeyPatch object at 0x752628e1b610>
  ║ 
  ║     def test_plain_terminal_emits_pipe_safe_task_snapshot(self, monkeypatch):
  ║         monkeypatch.setenv("TERM", "dumb")
  ║         result = json.dumps({
  ║             "todos": [
  ║                 {"id": "research", "content": "Research tools", "status": "completed"},
  ║                 {"id": "build", "content": "Build CLI tray", "status": "in_progress"},
  ║             ],
  ║             "summary": {"total": 2, "pending": 0, "in_progress": 1, "completed": 1, "cancelled": 0},
  ║         })
  ║     
  ║         msg = get_cute_tool_message("todo", {"todos": [], "merge": True}, 0.2, result=result)
  ║     
  ║ >       assert msg.splitlines() == [
  ║             "TASK research COMPLETED Research tools",
  ║             "TASK build IN_PROGRESS Build CLI tray",
  ║             "SUMMARY completed=1 in_progress=1 pending=0 cancelled=0",
  ║         ]
  ║ E       AssertionError: assert ['┊ ⚡ todo        0.2s'] == ['TASK resear... cancelled=0']
  ║ E         
  ║ E         At index 0 diff: '┊ ⚡ todo        0.2s' != 'TASK research COMPLETED Research tools'
  ║ E         Right contains 2 more items, first extra item: 'TASK build IN_PROGRESS Build CLI tray'
  ║ E         Use -v to get more diff
  ║ 
  ║ tests/agent/test_display_todo_progress.py:87: AssertionError
  ║ =========================== short test summary info ============================
  ║ FAILED tests/agent/test_display_todo_progress.py::TestTodoUpdate::test_plain_terminal_emits_pipe_safe_task_snapshot
  ║ 1 failed, 13 passed in 0.97s
  ║
  ║  Repro: python -m pytest tests/agent/test_display_todo_progress.py -q --timeout=60 --timeout-method=signal -p no:cacheprovider
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[  5.4% |  2284/~42342 | ✓2476 | ✗   1] ✓ tests/agent/test_direct_provider_url_detection.py (2✓, 3.3s)
[  5.4% |  2295/~42342 | ✓2487 | ✗   1] ✓ tests/agent/test_display_tool_failure.py (11✓, 2.0s)
[  5.5% |  2329/~42342 | ✓2521 | ✗   1] ✓ tests/agent/test_empty_response_guard.py (34✓, 3.0s)
[  5.6% |  2351/~42342 | ✓2543 | ✗   1] ✓ tests/agent/test_endpoint_blackhole.py (22✓, 2.5s)
[  5.6% |  2354/~42342 | ✓2546 | ✗   1] ✓ tests/agent/test_engine_preflight_wire.py (3✓, 2.9s)
[  5.7% |  2410/~42342 | ✓2602 | ✗   1] ✓ tests/agent/test_deadline.py (56✓, 7.8s)
[  5.7% |  2429/~42342 | ✓2621 | ✗   1] ✓ tests/agent/test_error_surface.py (19✓, 3.0s)
[  5.8% |  2435/~42342 | ✓2627 | ✗   1] ✓ tests/agent/test_external_skills.py (6✓, 2.1s)
[  5.8% |  2437/~42342 | ✓2629 | ✗   1] ✓ tests/agent/test_external_skills_dirs_cache.py (2✓, 1.8s)
[  5.8% |  2444/~42342 | ✓2636 | ✗   1] ✓ tests/agent/test_fallback_floor.py (7✓, 2.1s)
[  5.8% |  2455/~42342 | ✓2647 | ✗   1] ✓ tests/agent/test_failover_identity.py (11✓, 2.5s)
[  5.8% |  2468/~42342 | ✓2660 | ✗   1] ✓ tests/agent/test_estimator_parity_84371.py (13✓, 5.8s)
[  5.9% |  2482/~42342 | ✓2674 | ✗   1] ✓ tests/agent/test_fast_compression_lane.py (14✓, 3.1s)
[  5.9% |  2489/~42342 | ✓2690 | ✗   1] ✓ tests/agent/test_file_safety.py (16✓, 2.1s)
[  5.9% |  2491/~42342 | ✓2692 | ✗   1] ✓ tests/agent/test_fast_mode_auto.py (2✓, 2.7s)
[  5.9% |  2496/~42342 | ✓2698 | ✗   1] ✓ tests/agent/test_file_safety_container_mirror.py (6✓, 2.2s)
[  5.9% |  2505/~42342 | ✓2707 | ✗   1] ✓ tests/agent/test_file_safety_credentials.py (9✓, 2.4s)
[  5.9% |  2513/~42342 | ✓2716 | ✗   3] ✗ tests/agent/test_file_safety_cross_profile.py (9✓ 2✗, 2.1s)

  ╔╍ Failed: tests/agent/test_file_safety_cross_profile.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║     def test_cross_profile_warning_names_both_profiles(self, fake_hermes, monkeypatch):
  ║         _set_active_home(monkeypatch, fake_hermes["security_home"])
  ║         from agent.file_safety import get_cross_profile_warning
  ║         warn = get_cross_profile_warning(
  ║             str(fake_hermes["default_home"] / "skills" / "foo" / "SKILL.md")
  ║         )
  ║ >       assert warn is not None
  ║ E       assert None is not None
  ║ 
  ║ tests/agent/test_file_safety_cross_profile.py:155: AssertionError
  ║ ___ TestGetCrossProfileWarning.test_warning_is_defense_in_depth_not_boundary ___
  ║ 
  ║ self = <tests.agent.test_file_safety_cross_profile.TestGetCrossProfileWarning object at 0x74a4ab96bc10>
  ║ fake_hermes = {'root': PosixPath('/tmp/hermes-pytest-tmproot-qlm8ls78/pytest-of-kensei/pytest-0/test_warning_is_defense_in_dep0/fake.../hermes-pytest-tmproot-qlm8ls78/pytest-of-kensei/pytest-0/test_warning_is_defense_in_dep0/fake-hermes/profiles/coder')}
  ║ monkeypatch = <_pytest.monkeypatch.MonkeyPatch object at 0x74a4ab13d8d0>
  ║ 
  ║     def test_warning_is_defense_in_depth_not_boundary(self, fake_hermes, monkeypatch):
  ║         _set_active_home(monkeypatch, fake_hermes["security_home"])
  ║         from agent.file_safety import get_cross_profile_warning
  ║         warn = get_cross_profile_warning(
  ║             str(fake_hermes["default_home"] / "skills" / "foo" / "SKILL.md")
  ║         )
  ║ >       assert warn is not None
  ║ E       assert None is not None
  ║ 
  ║ tests/agent/test_file_safety_cross_profile.py:167: AssertionError
  ║ =========================== short test summary info ============================
  ║ FAILED tests/agent/test_file_safety_cross_profile.py::TestGetCrossProfileWarning::test_cross_profile_warning_names_both_profiles
  ║ FAILED tests/agent/test_file_safety_cross_profile.py::TestGetCrossProfileWarning::test_warning_is_defense_in_depth_not_boundary
  ║ 2 failed, 9 passed in 0.88s
  ║
  ║  Repro: python -m pytest tests/agent/test_file_safety_cross_profile.py -q --timeout=60 --timeout-method=signal -p no:cacheprovider
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[  5.9% |  2519/~42342 | ✓2724 | ✗   3] ✓ tests/agent/test_file_safety_sandbox_mirror.py (8✓, 2.0s)
[  6.0% |  2527/~42342 | ✓2732 | ✗   3] ✓ tests/agent/test_gateway_turn_sidecar.py (8✓, 2.1s)
[  6.0% |  2529/~42342 | ✓2735 | ✗   3] ✓ tests/agent/test_file_safety_session_state.py (3✓, 3.2s)
[  6.0% |  2536/~42342 | ✓2742 | ✗   3] ✓ tests/agent/test_gemini_free_tier_gate.py (7✓, 2.1s)
[  6.1% |  2579/~42342 | ✓2786 | ✗   3] ✓ tests/agent/test_compression_rotation_state.py (44✓, 54.6s)
[  6.1% |  2581/~42342 | ✓2788 | ✗   3] ✓ tests/agent/test_gemini_fast_fallback.py (2✓, 3.4s)
[  6.1% |  2590/~42342 | ✓2797 | ✗   3] ✓ tests/agent/test_gemini_schema.py (9✓, 1.9s)
[  6.2% |  2616/~42342 | ✓2826 | ✗   3] ✓ tests/agent/test_gemini_native_adapter.py (29✓, 2.5s)
[  6.3% |  2666/~42342 | ✓2881 | ✗   3] ✓ tests/agent/test_declared_conversation_scope.py (55✓, 20.4s)
[  6.3% |  2679/~42342 | ✓2894 | ✗   3] ✓ tests/agent/test_ghost_skill_pruning.py (13✓, 2.6s)
[  6.3% |  2687/~42342 | ✓2902 | ✗   3] ✓ tests/agent/test_gemini_standard_key_guidance.py (8✓, 3.5s)
[  6.4% |  2697/~42342 | ✓2912 | ✗   3] ✓ tests/agent/test_idle_compaction.py (10✓, 2.0s)
[  6.4% |  2701/~42342 | ✓2916 | ✗   3] ✓ tests/agent/test_hygiene_timeout_cooldown_isolation.py (4✓, 3.5s)
[  6.6% |  2803/~42342 | ✓3039 | ✗   3] ✓ tests/agent/test_error_classifier.py (123✓, 18.2s)
[  6.6% |  2807/~42342 | ✓3043 | ✗   3] ✓ tests/agent/test_image_gen_registry.py (4✓, 1.9s)
[  6.6% |  2812/~42342 | ✓3079 | ✗   3] ✓ tests/agent/test_i18n.py (36✓, 4.7s)
[  6.7% |  2816/~42342 | ✓3083 | ✗   3] ✓ tests/agent/test_intent_ack_continuation.py (4✓, 2.0s)
[  6.8% |  2869/~42342 | ✓3135 | ✗   4] ✗ tests/agent/test_image_routing.py (52✓ 1✗, 3.4s)

  ╔╍ Failed: tests/agent/test_image_routing.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║ .....F...............................................                    [100%]
  ║ =================================== FAILURES ===================================
  ║ _ TestDecideImageInputMode.test_auto_explicit_aux_backend_is_fallback_to_native_main _
  ║ 
  ║ self = <tests.agent.test_image_routing.TestDecideImageInputMode object at 0x7a1a88f28b90>
  ║ 
  ║     def test_auto_explicit_aux_backend_is_fallback_to_native_main(self):
  ║         """Kensei policy: a configured auxiliary backend is a fallback for
  ║         text-only mains; native-capable mains keep the original-pixel route."""
  ║         cfg = {"auxiliary": {"vision": {"provider": "openrouter", "model": "google/gemini-2.5-flash"}}}
  ║         with patch("agent.image_routing._lookup_supports_vision", return_value=True):
  ║ >           assert decide_image_input_mode("anthropic", "claude-sonnet-4", cfg) == "native"
  ║ E           AssertionError: assert 'text' == 'native'
  ║ E             
  ║ E             - native
  ║ E             + text
  ║ 
  ║ tests/agent/test_image_routing.py:72: AssertionError
  ║ =========================== short test summary info ============================
  ║ FAILED tests/agent/test_image_routing.py::TestDecideImageInputMode::test_auto_explicit_aux_backend_is_fallback_to_native_main
  ║ 1 failed, 52 passed in 2.09s
  ║
  ║  Repro: python -m pytest tests/agent/test_image_routing.py -q --timeout=60 --timeout-method=signal -p no:cacheprovider
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[  6.8% |  2871/~42342 | ✓3137 | ✗   4] ✓ tests/agent/test_jiter_preload.py (2✓, 1.7s)
[  6.8% |  2874/~42342 | ✓3140 | ✗   4] ✓ tests/agent/test_kanban_stop.py (3✓, 1.8s)
[  6.8% |  2881/~42342 | ✓3147 | ✗   4] ✓ tests/agent/test_interrupt_compat.py (7✓, 3.5s)
[  6.8% |  2886/~42342 | ✓3160 | ✗   4] ✓ tests/agent/test_kimi_coding_anthropic_thinking.py (13✓, 2.1s)
[  6.8% |  2888/~42342 | ✓3162 | ✗   4] ✓ tests/agent/test_last_total_tokens.py (2✓, 1.9s)
[  6.8% |  2896/~42342 | ✓3170 | ✗   4] ✓ tests/agent/test_lean_single_aux_call.py (8✓, 2.6s)
[  6.8% |  2899/~42342 | ✓3176 | ✗   4] ✓ tests/agent/test_empty_tool_name_loop_dampening.py (6✓, 24.4s)
[  6.9% |  2908/~42342 | ✓3185 | ✗   4] ✓ tests/agent/test_learn_prompt.py (9✓, 2.0s)
[  6.9% |  2911/~42342 | ✓3188 | ✗   4] ✓ tests/agent/test_learning_graph.py (3✓, 1.9s)
[  6.9% |  2916/~42342 | ✓3193 | ✗   4] ✓ tests/agent/test_learning_graph_render.py (5✓, 1.9s)
[  6.9% |  2921/~42342 | ✓3198 | ✗   4] ✓ tests/agent/test_learning_mutations.py (5✓, 2.0s)
[  6.9% |  2928/~42342 | ✓3205 | ✗   4] ✓ tests/agent/test_litellm_tool_part_cache_markers.py (7✓, 2.1s)
[  6.9% |  2931/~42342 | ✓3209 | ✗   4] ✓ tests/agent/test_lmstudio_reasoning.py (4✓, 1.9s)
[  6.9% |  2938/~42342 | ✓3216 | ✗   4] ✓ tests/agent/test_local_probe_disk_cache.py (7✓, 2.1s)
[  7.0% |  2943/~42342 | ✓3237 | ✗   4] ✓ tests/agent/test_local_stream_timeout.py (21✓, 2.3s)
[  7.0% |  2945/~42342 | ✓3239 | ✗   4] ✓ tests/agent/test_manual_compression_feedback.py (2✓, 1.8s)
[  7.0% |  2948/~42342 | ✓3242 | ✗   4] ✓ tests/agent/test_manual_compression_refusal_feedback.py (3✓, 1.9s)
[  7.0% |  2958/~42342 | ✓3268 | ✗   4] ✓ tests/agent/test_lock_fallback_base_semantics.py (26✓, 3.1s)
[  7.0% |  2964/~42342 | ✓3274 | ✗   4] ✓ tests/agent/test_idle_compaction_lock_and_guards.py (6✓, 11.8s)
[  7.0% |  2969/~42342 | ✓3279 | ✗   4] ✓ tests/agent/test_markdown_tables.py (5✓, 1.9s)
[  7.0% |  2979/~42342 | ✓3296 | ✗   4] ✓ tests/agent/test_local_client_meta.py (17✓, 5.1s)
[  7.0% |  2985/~42342 | ✓3302 | ✗   4] ✓ tests/agent/test_load_time_durability_stamp_92231.py (6✓, 5.7s)
[  7.1% |  2988/~42342 | ✓3305 | ✗   4] ✓ tests/agent/test_memory_async_sync.py (3✓, 2.2s)
[  7.1% |  2990/~42342 | ✓3307 | ✗   4] ✓ tests/agent/test_memory_boundary_commit.py (2✓, 2.0s)
[  7.1% |  2994/~42342 | ✓3311 | ✗   4] ✓ tests/agent/test_memory_provider_unavailable_warning.py (4✓, 2.0s)
[  7.1% |  3001/~42342 | ✓3318 | ✗   4] ✓ tests/agent/test_memory_recall_indicator.py (7✓, 2.0s)
[  7.1% |  3005/~42342 | ✓3322 | ✗   4] ✓ tests/agent/test_memory_session_switch.py (4✓, 1.9s)
[  7.1% |  3010/~42342 | ✓3327 | ✗   4] ✓ tests/agent/test_memory_skill_scaffolding.py (5✓, 2.0s)
[  7.1% |  3013/~42342 | ✓3333 | ✗   4] ✓ tests/agent/test_memory_write_bridge.py (6✓, 1.9s)
[  7.1% |  3015/~42342 | ✓3335 | ✗   4] ✓ tests/agent/test_message_content.py (2✓, 1.9s)
[  7.1% |  3017/~42342 | ✓3337 | ✗   4] ✓ tests/agent/test_message_metadata.py (2✓, 1.8s)
[  7.1% |  3026/~42342 | ✓3346 | ✗   4] ✓ tests/agent/test_memory_user_id.py (9✓, 3.2s)
[  7.3% |  3094/~42342 | ✓3419 | ✗   4] ✓ tests/agent/test_memory_provider.py (73✓, 4.6s)
[  7.3% |  3096/~42342 | ✓3421 | ✗   4] ✓ tests/agent/test_meta_usage_cache_reporting.py (2✓, 1.8s)
[  7.4% |  3136/~42342 | ✓3461 | ✗   4] ✓ tests/agent/test_insights.py (40✓, 17.0s)
[  7.4% |  3149/~42342 | ✓3474 | ✗   4] ✓ tests/agent/test_minimax_auxiliary_url.py (13✓, 2.0s)
[  7.4% |  3152/~42342 | ✓3477 | ✗   4] ✓ tests/agent/test_moa_aggregator_cache_control.py (3✓, 2.0s)
[  7.5% |  3193/~42342 | ✓3532 | ✗   4] ✓ tests/agent/test_message_sanitization_policy.py (55✓, 5.0s)
[  7.5% |  3195/~42342 | ✓3534 | ✗   4] ✓ tests/agent/test_moa_aggregator_cost_slot.py (2✓, 2.5s)
[  7.6% |  3231/~42342 | ✓3570 | ✗   4] ✓ tests/agent/test_micro_compaction.py (36✓, 4.3s)
[  7.6% |  3237/~42342 | ✓3576 | ✗   4] ✓ tests/agent/test_moa_cold_start_cache_66793.py (6✓, 2.5s)
[  7.6% |  3239/~42342 | ✓3578 | ✗   4] ✓ tests/agent/test_moa_context_max_tokens.py (2✓, 2.5s)
[  7.7% |  3250/~42342 | ✓3589 | ✗   4] ✓ tests/agent/test_moa_observability_bridge.py (11✓, 2.3s)
[  7.7% |  3271/~42342 | ✓3610 | ✗   4] ✓ tests/agent/test_minimax_provider.py (21✓, 4.8s)
[  7.7% |  3275/~42342 | ✓3614 | ✗   4] ✓ tests/agent/test_moa_prepared_request_client_swap.py (4✓, 2.2s)
[  7.8% |  3284/~42342 | ✓3623 | ✗   4] ✓ tests/agent/test_meta_agent_init.py (9✓, 6.8s)
[  7.8% |  3286/~42342 | ✓3626 | ✗   4] ✓ tests/agent/test_moa_quiet_reference_output.py (3✓, 1.9s)
[  7.8% |  3288/~42342 | ✓3628 | ✗   4] ✓ tests/agent/test_moa_reference_system_prompt.py (2✓, 1.8s)
[  7.8% |  3290/~42342 | ✓3630 | ✗   4] ✓ tests/agent/test_moa_progress.py (2✓, 2.5s)
[  7.8% |  3294/~42342 | ✓3634 | ✗   4] ✓ tests/agent/test_moa_reasoning_effort.py (4✓, 2.2s)
[  7.8% |  3297/~42342 | ✓3637 | ✗   4] ✓ tests/agent/test_moa_slot_max_tokens.py (3✓, 2.2s)
[  7.8% |  3299/~42342 | ✓3639 | ✗   4] ✓ tests/agent/test_moa_trace_streamed_capture.py (2✓, 1.8s)
[  7.8% |  3305/~42342 | ✓3645 | ✗   4] ✓ tests/agent/test_moa_slot_api_mode.py (6✓, 2.6s)
[  7.8% |  3307/~42342 | ✓3647 | ✗   4] ✓ tests/agent/test_model_extra_type_guard.py (2✓, 1.9s)
[  7.8% |  3308/~42342 | ✓3651 | ✗   4] ✓ tests/agent/test_moa_switch_api_mode.py (4✓, 2.8s)
[  7.8% |  3310/~42342 | ✓3653 | ✗   4] ✓ tests/agent/test_model_metadata_ssl.py (2✓, 1.8s)
[  7.8% |  3312/~42342 | ✓3655 | ✗   4] ✓ tests/agent/test_models_dev_meta_mapping.py (2✓, 1.9s)
[  7.9% |  3349/~42342 | ✓3692 | ✗   4] ✓ tests/agent/test_model_metadata_local_ctx.py (37✓, 2.9s)
[  8.0% |  3371/~42342 | ✓3729 | ✗   4] ✓ tests/agent/test_moonshot_schema.py (37✓, 2.7s)
[  8.0% |  3379/~42342 | ✓3737 | ✗   4] ✓ tests/agent/test_native_preflight_estimate.py (8✓, 2.3s)
[  8.0% |  3383/~42342 | ✓3741 | ✗   4] ✓ tests/agent/test_none_deref_guards.py (4✓, 2.0s)
[  8.1% |  3449/~42342 | ✓3809 | ✗   4] ✓ tests/agent/test_models_dev.py (68✓, 3.6s)
[  8.2% |  3453/~42342 | ✓3813 | ✗   4] ✓ tests/agent/test_nous_credits_gauge.py (4✓, 2.1s)
[  8.2% |  3456/~42342 | ✓3816 | ✗   4] ✓ tests/agent/test_nous_credits_snapshot.py (3✓, 2.1s)
[  8.2% |  3458/~42342 | ✓3818 | ✗   4] ✓ tests/agent/test_nous_oauth_401_guidance.py (2✓, 1.9s)
[  8.2% |  3475/~42342 | ✓3835 | ✗   4] ✓ tests/agent/test_nous_rate_guard.py (17✓, 2.2s)
[  8.4% |  3560/~42342 | ✓3956 | ✗   4] ✓ tests/agent/test_model_metadata.py (121✓, 6.6s)
[  8.5% |  3582/~42342 | ✓3978 | ✗   4] ✓ tests/agent/test_onboarding.py (22✓, 2.4s)
[  8.5% |  3589/~42342 | ✓3985 | ✗   4] ✓ tests/agent/test_oneshot.py (7✓, 1.9s)
[  8.5% |  3594/~42342 | ✓3990 | ✗   4] ✓ tests/agent/test_non_stream_stale_timeout.py (5✓, 5.1s)
[  8.5% |  3614/~42342 | ✓4015 | ✗   4] ✓ tests/agent/test_nous_portal_anthropic_wire.py (25✓, 3.3s)
[  8.6% |  3625/~42342 | ✓4026 | ✗   4] ✓ tests/agent/test_opencode_free_provider.py (11✓, 2.3s)
[  8.6% |  3631/~42342 | ✓4032 | ✗   4] ✓ tests/agent/test_openrouter_silent_default_purge.py (6✓, 1.8s)
[  8.6% |  3657/~42342 | ✓4058 | ✗   4] ✓ tests/agent/test_org_skill_namespace.py (26✓, 2.5s)
[  8.6% |  3661/~42342 | ✓4062 | ✗   4] ✓ tests/agent/test_periodic_scheduler.py (4✓, 2.3s)
[  8.7% |  3678/~42342 | ✓4062 | ✗   4] ✓ tests/agent/test_pet_generate.py (17s, 1.4s)
[  8.7% |  3688/~42342 | ✓4078 | ✗   4] ✓ tests/agent/test_openrouter_response_cache.py (16✓, 3.7s)
[  8.7% |  3697/~42342 | ✓4087 | ✗   4] ✓ tests/agent/test_pet_engine.py (9✓, 2.9s)
[  8.7% |  3701/~42342 | ✓4091 | ✗   4] ✓ tests/agent/test_outbound_stale_vision.py (4✓, 3.5s)
[  8.7% |  3703/~42342 | ✓4097 | ✗   4] ✓ tests/agent/test_opencode_session_affinity.py (6✓, 6.0s)
[  8.8% |  3716/~42342 | ✓4110 | ✗   4] ✓ tests/agent/test_phantom_tool_references.py (13✓, 2.6s)
[  8.8% |  3720/~42342 | ✓4114 | ✗   4] ✓ tests/agent/test_platform_hint_overrides.py (4✓, 2.0s)
[  8.8% |  3731/~42342 | ✓4125 | ✗   4] ✓ tests/agent/test_plan_prompt.py (11✓, 2.6s)
[  8.8% |  3745/~42342 | ✓4139 | ✗   4] ✓ tests/agent/test_plugin_context_references.py (14✓, 2.1s)
[  8.9% |  3755/~42342 | ✓4154 | ✗   4] ✓ tests/agent/test_platform_hint_desktop.py (15✓, 2.8s)
[  8.9% |  3781/~42342 | ✓4180 | ✗   4] ✓ tests/agent/test_plugin_llm.py (26✓, 2.4s)
[  8.9% |  3783/~42342 | ✓4182 | ✗   4] ✓ tests/agent/test_post_compression_trim.py (2✓, 2.1s)
[  8.9% |  3787/~42342 | ✓4186 | ✗   4] ✓ tests/agent/test_pre_compress_memory_context.py (4✓, 2.1s)
[  9.0% |  3790/~42342 | ✓4189 | ✗   4] ✓ tests/agent/test_preflight_compression_gate.py (3✓, 1.9s)
[  9.0% |  3817/~42342 | ✓4220 | ✗   4] ✓ tests/agent/test_plugin_llm_task_routing.py (31✓, 3.3s)
[  9.0% |  3823/~42342 | ✓4226 | ✗   4] ✓ tests/agent/test_portal_tags.py (6✓, 3.4s)
[  9.1% |  3845/~42342 | ✓4248 | ✗   4] ✓ tests/agent/test_pre_compress_checkpoint_contract.py (22✓, 3.2s)
[  9.1% |  3847/~42342 | ✓4250 | ✗   4] ✓ tests/agent/test_preflight_compression_timeout_fail_closed.py (2✓, 1.9s)
[  9.2% |  3880/~42342 | ✓4283 | ✗   4] ✓ tests/agent/test_outbound_webhooks.py (33✓, 10.0s)
[  9.2% |  3887/~42342 | ✓4290 | ✗   4] ✓ tests/agent/test_proactive_prune_rearm_threshold.py (7✓, 2.3s)
[  9.2% |  3889/~42342 | ✓4292 | ✗   4] ✓ tests/agent/test_preflight_lock_defer.py (2✓, 2.9s)
[  9.2% |  3896/~42342 | ✓4299 | ✗   4] ✓ tests/agent/test_proactive_tool_result_pruning.py (7✓, 2.5s)
[  9.2% |  3909/~42342 | ✓4312 | ✗   4] ✓ tests/agent/test_probe_cache_followups.py (13✓, 2.3s)
[  9.3% |  3930/~42342 | ✓4333 | ✗   4] ✓ tests/agent/test_project_skills.py (21✓, 2.3s)
[  9.3% |  3934/~42342 | ✓4337 | ✗   4] ✓ tests/agent/test_profile_home_override_precedence.py (4✓, 3.4s)
